Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
F084;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
F084;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
F084;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F083B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;2.0;1.0;0.0;0.0133;3.0133
F083B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.1;1.5;0.0;0.016;2.616
F083B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F079B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;2.0;1.0;0.0;0.0133;3.0133
F079B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.1;1.5;0.0;0.016;2.616
F079B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F080B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;2.0;1.0;0.0;0.0133;3.0133
F080B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.1;1.5;0.0;0.016;2.616
F080B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F081B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;2.0;1.0;0.0;0.0133;3.0133
F081B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.1;1.5;0.0;0.016;2.616
F081B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F082B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;2.0;1.0;0.0;0.0133;3.0133
F082B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.1;1.5;0.0;0.016;2.616
F082B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F084B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;2.0;1.0;0.0;0.0133;3.0133
F084B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.1;1.5;0.0;0.016;2.616
F084B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F040;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F039;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F163B;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
F039B;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
F164;CEL-FLEX 35,0MM;CABO ELETRICO FLEXIVEL 35,0MM PRETO VOLTMASTER NBR 9117 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F049;CEL-FLEX 35,0MM;CABO ELETRICO FLEXIVEL 35,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F088;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;3.126;1.709;0.0;0.0133;4.8483
F088;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;1.76;1.9;0.0;0.018;3.678
F088;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;1.98;1.8;0.0;0.018;3.798
F089;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 100M;RL;0.0;3.126;1.709;0.0;0.0133;4.8483
F089;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 100M;RL;0.0;1.76;1.9;0.0;0.018;3.678
F089;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 100M;RL;0.0;1.98;1.8;0.0;0.018;3.798
F090B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F090B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F090B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F089B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F089B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F089B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F085B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F085B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F085B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F086B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F086B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F086B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F091;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F091;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F091;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F092;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F092;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F092;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F093;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F093;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F093;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F094;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F094;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F094;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F095;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F095;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F095;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F096;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F096;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F096;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F096B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
F096B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
F096B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
F137;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F137;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F137;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F137B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
F137B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
F137B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
PL023;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL024;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL032;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL020B;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X0,75MM MARROM VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL016;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL016B;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM BRANCO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL018;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL018B;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL021;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL010;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL010B;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL013;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL010*;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL013*;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL013B;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM PRETO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL011*;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL014*;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL014B;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM PRETO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL006B;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM BRANCO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL006;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL012;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP010;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP010B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP020B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X0,50MM PRETO VOLTMASTER METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP022B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP024B;CEL-PP 2X1,5MM;CABO DE CONTROLE 4X2,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP061B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X0,75MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
N015B;CEN;CABO ELETRICO DE COBRE NU 150,0 MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N016B;CEN;CABO ELETRICO DE COBRE NU 120,0 MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NC010B;CEN-CABO NU 70,0MM;CABO ELETRICO DE COBRE NU 70,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NB003;CEN-CABO NU 70,0MM;CABO COBRE NU 70,0MM BIMETALICO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
CN001B;CEN-CORDA DE COBRE NU 4,0;CORDA DE COBRE NU 4,0MM 58 FIOS 0,280MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N001B;CEN-NU 10,0MM;CABO ELETRICO DE COBRE NU 10,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NC001;CEN-NU 35,0MM;CABO COBRE NU 35,0MM ACO COBREADO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NC002;CEN-NU 35,0MM;CABO COBRE NU 70,0MM ACO COBREADO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NB001;CEN-NU 35,0MM;CABO COBRE NU 35,0MM BIMETALICO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NB002;CEN-NU 35,0MM;CABO COBRE NU 50,0MM BIMETALICO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N011B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 10,0MM 7 PERNAS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N012B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 35,0MM 7 PERNAS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N013B;CEN;CABO ELETRICO DE COBRE NU 240,0MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N014B;CEN;CABO ELETRICO DE COBRE NU 185,0 MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
2599;CEN-NU 10,0MM;CABO ELETRICO DE COBRE NU 10,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N002B;CEN-NU 16,0MM;CABO ELETRICO DE COBRE NU 16,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N004B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 35,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N009B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 70,0MM 7 PERNAS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N010B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 95,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
1874;CEN-NU 35,0MM;CABO COBRE NU 35,0MM 7 FIOS;M;0.0;0.0;0.0;0.0;0.0;0.0
1916;CEN-NU 35,0MM;CABO COBRE NU 70,0MM ACO COBREADO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N003B;CEN-NU 5,0MM;CABO ELETRICO DE COBRE NU 25,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N005B;CEN-NU 50,0MM;CABO ELETRICO DE COBRE NU 50,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N007B;CEN-NU 50,0MM;CABO ELETRICO DE COBRE NU 50,0MM 7 FIOS NBR 5419 NBR 6524 METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP074B;CH19M-CABO CONTROLE;CABO DE CONTROLE PP 3X4,0MM PRETO 1KV MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
V001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM AZUL 1KV 90º VOLTFLEX;RL;0.0;12.1;4.9;0.0;0.03;17.03
V001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM AZUL 1KV 90º VOLTFLEX;RL;0.0;7.74;4.267;0.0;0.025;12.032000000000002
V001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM AZUL 1KV 90º VOLTFLEX;RL;0.0;8.64;0.0;0.0;0.025;8.665000000000001
K004I;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM PRETO 1KV 90º(NAO UTILIZAR);M;0.0;12.1;4.9;0.0;0.03;17.03
K004I;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM PRETO 1KV 90º(NAO UTILIZAR);M;0.0;7.74;4.267;0.0;0.025;12.032000000000002
K004I;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM PRETO 1KV 90º(NAO UTILIZAR);M;0.0;8.64;0.0;0.0;0.025;8.665000000000001
K005;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM VERMELHO 1KV 90º;M;0.0;12.1;4.9;0.0;0.03;17.03
K005;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM VERMELHO 1KV 90º;M;0.0;7.74;4.267;0.0;0.025;12.032000000000002
K005;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM VERMELHO 1KV 90º;M;0.0;8.64;0.0;0.0;0.025;8.665000000000001
K001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM PRETO 1KV 90º;M;0.0;8.038;3.402;0.0;0.0133;11.4533
K001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM PRETO 1KV 90º;M;0.0;4.62;3.8;0.0;0.025;8.445
K001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM PRETO 1KV 90º;M;0.0;5.5;3.6;0.0;0.025;9.125
K002;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM VERMELHO 1KV 90º;M;0.0;8.038;3.402;0.0;0.0133;11.4533
K002;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM VERMELHO 1KV 90º;M;0.0;4.62;3.8;0.0;0.025;8.445
K002;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM VERMELHO 1KV 90º;M;0.0;5.5;3.6;0.0;0.025;9.125
K008;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 25,0MM VERMELHO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K009;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 25,0MM AZUL 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K010;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM PRETO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K011;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM VERMELHO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K012;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM AZUL 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K024;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 120,0MM VERMELHO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K035;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM VERDE 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K037;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM PRETO 1KV 90º;M;0.0;4.8;2.236;0.0;0.0133;7.0493
K037;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM PRETO 1KV 90º;M;0.0;2.97;2.35;0.0;0.019;5.339
K037;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM PRETO 1KV 90º;M;0.0;3.08;2.3;0.0;0.019;5.399
K038;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM AZUL 1KV 90º;M;0.0;3.126;1.709;0.0;0.0133;4.8483
K038;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM AZUL 1KV 90º;M;0.0;1.76;1.9;0.0;0.018;3.678
K038;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM AZUL 1KV 90º;M;0.0;1.98;1.8;0.0;0.018;3.798
K039;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM VERDE 1KV 90º;M;0.0;3.126;1.709;0.0;0.0133;4.8483
K039;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM VERDE 1KV 90º;M;0.0;1.76;1.9;0.0;0.018;3.678
