Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
2468;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2469;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2470;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 5x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2471;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 5x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2478;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 7x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2514;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2521;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2522;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2697;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2698;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2699;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2700;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x6 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2707;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2708;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x6 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2709;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2710;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2717;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2718;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2719;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2720;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 5x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2727;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 7x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2728;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 7x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2292;CEI-FLEX 1,5MM;CABO FLEX IMPERIUM 750V M 1,5MM PRETO 1,5MM;M;0.0;1.228;0.9;0.0;0.0133;2.1413
2292;CEI-FLEX 1,5MM;CABO FLEX IMPERIUM 750V M 1,5MM PRETO 1,5MM;M;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
2292;CEI-FLEX 1,5MM;CABO FLEX IMPERIUM 750V M 1,5MM PRETO 1,5MM;M;0.0;0.77;1.1;0.0;0.013;1.883
2308;CEI-FLEX 1,5MM;CABO FLEX IMPERIUM 750V M 1,5MM VERMELHO 1,5MM;M;0.0;1.228;0.9;0.0;0.0133;2.1413
2308;CEI-FLEX 1,5MM;CABO FLEX IMPERIUM 750V M 1,5MM VERMELHO 1,5MM;M;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
2308;CEI-FLEX 1,5MM;CABO FLEX IMPERIUM 750V M 1,5MM VERMELHO 1,5MM;M;0.0;0.77;1.1;0.0;0.013;1.883
2343;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM PRETO 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2343;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM PRETO 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2343;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM PRETO 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2344;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM VERMELHO 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2344;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM VERMELHO 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2344;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM VERMELHO 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2345;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM AMARELO 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2345;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM AMARELO 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2345;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM AMARELO 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2346;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM AZUL 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2346;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM AZUL 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2346;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM AZUL 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2347;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM VERDE 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2347;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM VERDE 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2347;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 10MM VERDE 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2597;CEI-FLEX 10,0MM;CABO FLEX IMPERIUM 750V 35MM BRANCO 35MM;RL;0.0;0.0;0.0;0.0;0.0;0.0
3003;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
3003;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
3003;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
3020;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V VERMELHO 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
3020;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V VERMELHO 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
3020;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V VERMELHO 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
3021;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V AMARELO 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
3021;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V AMARELO 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
3021;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V AMARELO 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
3022;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V AZUL 10,0MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
3022;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V AZUL 10,0MM;M;0.0;4.62;3.8;0.0;0.025;8.445
3022;CEI-FLEX 10,0MM;CABO ELETRICO FLEX ATOX 450/750V AZUL 10,0MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2501;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM VERDE 16MM;M;0.0;12.1;4.9;0.0;0.03;17.03
2501;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM VERDE 16MM;M;0.0;7.74;4.267;0.0;0.025;12.032000000000002
2501;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM VERDE 16MM;M;0.0;8.64;0.0;0.0;0.025;8.665000000000001
2502;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM BRANCO 16MM;RL;0.0;12.1;4.9;0.0;0.03;17.03
2502;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM BRANCO 16MM;RL;0.0;7.74;4.267;0.0;0.025;12.032000000000002
2502;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM BRANCO 16MM;RL;0.0;8.64;0.0;0.0;0.025;8.665000000000001
2503;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM MARROM 16MM;RL;0.0;12.1;4.9;0.0;0.03;17.03
2503;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM MARROM 16MM;RL;0.0;7.74;4.267;0.0;0.025;12.032000000000002
2503;CEI-FLEX 16,0MM;CABO FLEX IMPERIUM 750V 16MM MARROM 16MM;RL;0.0;8.64;0.0;0.0;0.025;8.665000000000001
2322;CEI-FLEX 2,5MM;CABO FLEX IMPERIUM 750V M 2,5MM PRETO 2,5MM;M;0.0;2.0;1.0;0.0;0.0133;3.0133
2322;CEI-FLEX 2,5MM;CABO FLEX IMPERIUM 750V M 2,5MM PRETO 2,5MM;M;0.0;1.1;1.5;0.0;0.016;2.616
2322;CEI-FLEX 2,5MM;CABO FLEX IMPERIUM 750V M 2,5MM PRETO 2,5MM;M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
2323;CEI-FLEX 2,5MM;CABO FLEX IMPERIUM 750V M 2,5MM VERMELHO 2,5MM;M;0.0;2.0;1.0;0.0;0.0133;3.0133
2323;CEI-FLEX 2,5MM;CABO FLEX IMPERIUM 750V M 2,5MM VERMELHO 2,5MM;M;0.0;1.1;1.5;0.0;0.016;2.616
2323;CEI-FLEX 2,5MM;CABO FLEX IMPERIUM 750V M 2,5MM VERMELHO 2,5MM;M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
3010;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V VERDE 2,5MM;M;0.0;2.0;1.0;0.0;0.0133;3.0133
3010;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V VERDE 2,5MM;M;0.0;1.1;1.5;0.0;0.016;2.616
3010;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V VERDE 2,5MM;M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
3011;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V PRETO 2,5MM;M;0.0;2.0;1.0;0.0;0.0133;3.0133
3011;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V PRETO 2,5MM;M;0.0;1.1;1.5;0.0;0.016;2.616
3011;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V PRETO 2,5MM;M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
3012;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V VERMELHO 2,5MM;M;0.0;2.0;1.0;0.0;0.0133;3.0133
3012;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V VERMELHO 2,5MM;M;0.0;1.1;1.5;0.0;0.016;2.616
3012;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V VERMELHO 2,5MM;M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
3013;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V AMARELO 2,5MM;M;0.0;2.0;1.0;0.0;0.0133;3.0133
3013;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V AMARELO 2,5MM;M;0.0;1.1;1.5;0.0;0.016;2.616
3013;CEI-FLEX 2,5MM;CABO ELETRICO FLEX ATOX 2,5MM IMPERIUM 450/750V AMARELO 2,5MM;M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
2590;CEI-FLEX 25,0MM;CABO FLEX IMPERIUM 750V 25MM BRANCO 25MM;RL;0.0;0.0;0.0;0.0;0.0;0.0
2591;CEI-FLEX 25,0MM;CABO FLEX IMPERIUM 750V 25MM MARROM 25MM;RL;0.0;0.0;0.0;0.0;0.0;0.0
2598;CEI-FLEX 25,0MM;CABO FLEX IMPERIUM 750V 35MM CINZA 35MM;RL;0.0;0.0;0.0;0.0;0.0;0.0
2592;CEI-FLEX 35,0MM;CABO FLEX IMPERIUM 750V 35MM PRETO 35MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2329;CEI-FLEX 4,0MM;CABO FLEX IMPERIUM 750V M 4MM PRETO 4,0MM;M;0.0;3.126;1.709;0.0;0.0133;4.8483
2329;CEI-FLEX 4,0MM;CABO FLEX IMPERIUM 750V M 4MM PRETO 4,0MM;M;0.0;1.76;1.9;0.0;0.018;3.678
2329;CEI-FLEX 4,0MM;CABO FLEX IMPERIUM 750V M 4MM PRETO 4,0MM;M;0.0;1.98;1.8;0.0;0.018;3.798
2991;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V PRETO 4,0MM;M;0.0;3.126;1.709;0.0;0.0133;4.8483
2991;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V PRETO 4,0MM;M;0.0;1.76;1.9;0.0;0.018;3.678
2991;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V PRETO 4,0MM;M;0.0;1.98;1.8;0.0;0.018;3.798
3015;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERMELHO 4,0MM;M;0.0;3.126;1.709;0.0;0.0133;4.8483
3015;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERMELHO 4,0MM;M;0.0;1.76;1.9;0.0;0.018;3.678
3015;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERMELHO 4,0MM;M;0.0;1.98;1.8;0.0;0.018;3.798
3016;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AMARELO 4,0MM;M;0.0;3.126;1.709;0.0;0.0133;4.8483
3016;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AMARELO 4,0MM;M;0.0;1.76;1.9;0.0;0.018;3.678
3016;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AMARELO 4,0MM;M;0.0;1.98;1.8;0.0;0.018;3.798
3017;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AZUL 4,0MM;M;0.0;3.126;1.709;0.0;0.0133;4.8483
3017;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AZUL 4,0MM;M;0.0;1.76;1.9;0.0;0.018;3.678
3017;CEI-FLEX 4,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AZUL 4,0MM;M;0.0;1.98;1.8;0.0;0.018;3.798
2793;CEI-FLEX 50,0MM;CABO FLEX IMPERIUM 750V 50MM VERDE 50,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2794;CEI-FLEX 50,0MM;CABO FLEX IMPERIUM 750V 50MM BRANCO 50,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2795;CEI-FLEX 50,0MM;CABO FLEX IMPERIUM 750V 50MM MARROM 50,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2336;CEI-FLEX 6,0MM;CABO FLEX IMPERIUM 750V M 6MM PRETO 6,0MM;M;0.0;4.8;2.236;0.0;0.0133;7.0493
2336;CEI-FLEX 6,0MM;CABO FLEX IMPERIUM 750V M 6MM PRETO 6,0MM;M;0.0;2.97;2.35;0.0;0.019;5.339
2336;CEI-FLEX 6,0MM;CABO FLEX IMPERIUM 750V M 6MM PRETO 6,0MM;M;0.0;3.08;2.3;0.0;0.019;5.399
2337;CEI-FLEX 6,0MM;CABO FLEX IMPERIUM 750V M 6MM VERMELHO 6,0MM;M;0.0;4.8;2.236;0.0;0.0133;7.0493
2337;CEI-FLEX 6,0MM;CABO FLEX IMPERIUM 750V M 6MM VERMELHO 6,0MM;M;0.0;2.97;2.35;0.0;0.019;5.339
2337;CEI-FLEX 6,0MM;CABO FLEX IMPERIUM 750V M 6MM VERMELHO 6,0MM;M;0.0;3.08;2.3;0.0;0.019;5.399
2998;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERMELHO 6,0MM;M;0.0;4.8;2.236;0.0;0.0133;7.0493
2998;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERMELHO 6,0MM;M;0.0;2.97;2.35;0.0;0.019;5.339
2998;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERMELHO 6,0MM;M;0.0;3.08;2.3;0.0;0.019;5.399
2999;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AMARELO 6,0MM;M;0.0;4.8;2.236;0.0;0.0133;7.0493
2999;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AMARELO 6,0MM;M;0.0;2.97;2.35;0.0;0.019;5.339
2999;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AMARELO 6,0MM;M;0.0;3.08;2.3;0.0;0.019;5.399
3000;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AZUL 6,0MM;M;0.0;4.8;2.236;0.0;0.0133;7.0493
3000;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AZUL 6,0MM;M;0.0;2.97;2.35;0.0;0.019;5.339
3000;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V AZUL 6,0MM;M;0.0;3.08;2.3;0.0;0.019;5.399
3001;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERDE 6,0MM;M;0.0;4.8;2.236;0.0;0.0133;7.0493
3001;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERDE 6,0MM;M;0.0;2.97;2.35;0.0;0.019;5.339
3001;CEI-FLEX 6,0MM;CABO ELETRICO FLEX ATOX IMPERIUM 450/750V VERDE 6,0MM;M;0.0;3.08;2.3;0.0;0.019;5.399
2808;CEI-FLEX 95,0MM;CABO FLEX IMPERIUM 750V 95MM BRANCO 95,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2809;CEI-FLEX 95,0MM;CABO FLEX IMPERIUM 750V 95MM MARROM 95,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2912;CEI-FLEXIVEL DE SOLDA 120,0MM;CABO FLEX IMPERIUM 750V PRETO 120,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2913;CEI-FLEXIVEL DE SOLDA 120,0MM;CABO FLEX IMPERIUM 750V VERMELHO 120,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2914;CEI-FLEXIVEL DE SOLDA 120,0MM;CABO FLEX IMPERIUM 750V AMARELO 120,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2846;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM VERMELHO 1 X 10 MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2846;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM VERMELHO 1 X 10 MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2846;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM VERMELHO 1 X 10 MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2847;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM AMARELO 1 X 10 MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2847;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM AMARELO 1 X 10 MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2847;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM AMARELO 1 X 10 MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2848;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM AZUL 1 X 10 MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2848;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM AZUL 1 X 10 MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2848;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM AZUL 1 X 10 MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2849;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM VERDE 1 X 10 MM;M;0.0;8.038;3.402;0.0;0.0133;11.4533
2849;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM VERDE 1 X 10 MM;M;0.0;4.62;3.8;0.0;0.025;8.445
2849;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM VERDE 1 X 10 MM;M;0.0;5.5;3.6;0.0;0.025;9.125
2856;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 25 MM² IMPERIUM VERDE 1 X 25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2857;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 25 MM² IMPERIUM BRANCO 1 X 25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2858;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 25 MM² IMPERIUM MARROM 1 X 25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2859;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 50 MM² PRETO 1 X 50 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2866;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 70 MM² IMPERIUM PRETO 1 X 70 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2867;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 70 MM² IMPERIUM VERMELHO 1 X 70 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2868;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 70 MM² IMPERIUM AMARELO 1 X 70 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2869;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 70 MM² IMPERIUM AZUL 1 X 70 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2883;CEI-HEPR/1KV ATOX;CABO ATOX HEPR IMPERIUM FLEX 1KV 90° 1 X 150 MM² AZUL 1 X 150 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2884;CEI-HEPR/1KV ATOX;CABO ATOX HEPR IMPERIUM FLEX 1KV 90° 1 X 150 MM² VERDE 1 X 150 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2885;CEI-HEPR/1KV ATOX;CABO ATOX HEPR IMPERIUM FLEX 1KV 90° 1 X 150 MM² BRANCO 1 X 150 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2894;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° IMPERIUM PRETO 1 X 50 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2901;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM PRETO 1 X 16 MM;M;0.0;12.1;4.9;0.0;0.03;17.03
2901;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM PRETO 1 X 16 MM;M;0.0;7.74;4.267;0.0;0.025;12.032000000000002
2901;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM PRETO 1 X 16 MM;M;0.0;8.64;0.0;0.0;0.025;8.665000000000001
2902;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM VERMELHO 1 X 16 MM;M;0.0;12.1;4.9;0.0;0.03;17.03
2902;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM VERMELHO 1 X 16 MM;M;0.0;7.74;4.267;0.0;0.025;12.032000000000002
2902;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM VERMELHO 1 X 16 MM;M;0.0;8.64;0.0;0.0;0.025;8.665000000000001
2903;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM AMARELO 1 X 16 MM;M;0.0;12.1;4.9;0.0;0.03;17.03
2903;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM AMARELO 1 X 16 MM;M;0.0;7.74;4.267;0.0;0.025;12.032000000000002
2903;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM AMARELO 1 X 16 MM;M;0.0;8.64;0.0;0.0;0.025;8.665000000000001
2904;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM AZUL 1 X 16 MM;M;0.0;12.1;4.9;0.0;0.03;17.03
2904;CEI-HEPR/1KV ATOX;CABO ATOX HEPR FLEX 1KV 90° 1 X 16 MM² IMPERIUM AZUL 1 X 16 MM;M;0.0;7.74;4.267;0.0;0.025;12.032000000000002
